player_id,team_id,league_id,position,role,pitching_ratings_overall_stuff,pitching_ratings_overall_movement,pitching_ratings_overall_hra,pitching_ratings_overall_pbabip,pitching_ratings_overall_control,pitching_ratings_overall_balk,pitching_ratings_overall_hp,pitching_ratings_overall_wild_pitch,pitching_ratings_vsr_stuff,pitching_ratings_vsr_movement,pitching_ratings_vsr_hra,pitching_ratings_vsr_pbabip,pitching_ratings_vsr_control,pitching_ratings_vsr_balk,pitching_ratings_vsr_hp,pitching_ratings_vsr_wild_pitch,pitching_ratings_vsl_stuff,pitching_ratings_vsl_movement,pitching_ratings_vsl_hra,pitching_ratings_vsl_pbabip,pitching_ratings_vsl_control,pitching_ratings_vsl_balk,pitching_ratings_vsl_hp,pitching_ratings_vsl_wild_pitch,pitching_ratings_talent_stuff,pitching_ratings_talent_movement,pitching_ratings_talent_hra,pitching_ratings_talent_pbabip,pitching_ratings_talent_control,pitching_ratings_talent_balk,pitching_ratings_talent_hp,pitching_ratings_talent_wild_pitch,pitching_ratings_pitches_fastball,pitching_ratings_pitches_slider,pitching_ratings_pitches_curveball,pitching_ratings_pitches_screwball,pitching_ratings_pitches_forkball,pitching_ratings_pitches_changeup,pitching_ratings_pitches_sinker,pitching_ratings_pitches_splitter,pitching_ratings_pitches_knuckleball,pitching_ratings_pitches_cutter,pitching_ratings_pitches_circlechange,pitching_ratings_pitches_knucklecurve,pitching_ratings_pitches_talent_fastball,pitching_ratings_pitches_talent_slider,pitching_ratings_pitches_talent_curveball,pitching_ratings_pitches_talent_screwball,pitching_ratings_pitches_talent_forkball,pitching_ratings_pitches_talent_changeup,pitching_ratings_pitches_talent_sinker,pitching_ratings_pitches_talent_splitter,pitching_ratings_pitches_talent_knuckleball,pitching_ratings_pitches_talent_cutter,pitching_ratings_pitches_talent_circlechange,pitching_ratings_pitches_talent_knucklecurve,pitching_ratings_misc_velocity,pitching_ratings_misc_arm_slot,pitching_ratings_misc_stamina,pitching_ratings_misc_ground_fly,pitching_ratings_misc_hold
5866,141,204,4,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,20,47,20
5867,141,204,2,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,20,48,20
5868,179,205,1,12,35,45,40,45,35,2,6,2,35,45,40,45,35,2,6,2,35,45,40,45,35,2,6,2,35,45,40,45,35,2,6,2,40,0,40,0,0,35,0,0,0,0,0,0,40,0,40,0,0,35,0,0,0,0,0,0,8,3,30,55,40
5869,179,205,5,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,20,53,20
5870,179,205,1,12,35,45,45,45,35,1,7,3,35,45,45,50,35,1,7,3,35,45,45,45,35,1,7,3,35,45,45,45,35,1,7,3,40,35,0,0,0,45,40,0,0,0,0,0,40,35,0,0,0,45,40,0,0,0,0,0,6,3,70,58,25
5871,14,200,1,11,20,40,35,50,30,0,4,3,20,40,35,50,30,0,4,3,20,40,35,50,30,0,4,3,65,65,70,60,65,0,4,3,40,35,30,0,0,30,35,0,0,35,0,0,60,55,60,0,0,65,60,0,0,70,0,0,12,4,65,59,45
5872,176,205,1,11,20,35,30,40,30,1,4,2,20,35,30,40,30,1,4,2,20,35,30,40,30,1,4,2,45,45,50,40,45,1,5,2,35,35,0,0,0,30,35,0,0,0,0,0,45,45,0,0,0,60,50,0,0,0,0,0,8,3,45,48,35
5873,135,204,1,12,40,45,40,50,45,0,5,3,40,45,40,50,45,0,5,3,35,45,40,50,45,0,5,3,40,45,40,50,45,0,5,3,45,40,35,0,0,40,40,40,0,0,0,0,45,40,35,0,0,40,40,40,0,0,0,0,11,4,50,54,45
5874,135,204,1,12,40,50,45,55,45,0,4,5,40,50,45,55,45,0,4,5,40,50,45,50,45,0,4,5,40,50,45,55,45,0,4,5,45,0,40,0,0,0,40,0,0,0,0,0,45,0,40,0,0,0,40,0,0,0,0,0,10,3,65,60,35
5875,135,204,1,11,35,50,45,55,45,1,4,2,40,50,45,60,45,1,4,2,35,50,45,50,45,1,4,2,35,50,45,55,45,1,4,2,40,40,0,0,0,40,40,0,0,0,0,0,40,40,0,0,0,40,40,0,0,0,0,0,9,3,60,60,55
5876,176,205,1,11,20,35,30,40,30,1,5,3,20,35,30,40,30,1,5,3,20,35,30,40,30,1,5,3,30,45,55,40,55,1,5,3,35,30,0,0,0,30,35,0,0,0,0,0,35,35,0,0,0,40,40,0,0,0,0,0,7,4,55,50,50
5877,135,204,1,12,40,45,45,55,45,0,5,2,40,45,45,55,45,0,5,2,40,45,45,55,45,0,5,2,40,45,45,55,45,0,5,2,45,35,0,0,0,0,0,0,0,40,0,0,45,35,0,0,0,0,0,0,0,40,0,0,12,4,45,54,20
5878,176,205,1,12,30,40,35,45,45,1,6,3,30,40,35,45,45,1,6,3,30,40,35,45,45,1,6,3,30,40,35,45,45,1,6,3,35,0,0,0,0,40,0,0,0,0,0,0,35,0,0,0,0,40,0,0,0,0,0,0,6,3,30,44,50
5879,176,205,1,12,25,35,35,40,30,0,5,5,25,35,35,40,30,0,5,5,25,35,35,40,30,0,5,5,25,35,35,40,30,0,5,5,35,0,0,0,35,0,0,0,0,0,0,0,35,0,0,0,35,0,0,0,0,0,0,0,6,4,45,52,50
5880,0,0,1,12,30,45,40,45,45,0,7,2,30,45,40,45,45,0,7,2,30,40,40,45,45,0,7,2,30,45,40,45,45,0,7,2,40,0,0,0,0,0,35,0,0,35,0,0,40,0,0,0,0,0,35,0,0,35,0,0,8,3,45,53,45
5881,176,205,1,12,35,40,35,50,45,0,6,2,35,40,35,50,45,0,6,2,35,40,35,50,45,0,6,2,35,40,35,50,45,0,6,2,45,0,0,0,0,40,0,0,0,0,0,0,45,0,0,0,0,40,0,0,0,0,0,0,10,3,40,47,50
5882,176,205,1,12,40,40,30,50,40,2,7,3,40,40,30,50,40,2,7,3,40,40,30,50,40,2,7,3,40,40,30,50,40,2,7,3,40,0,0,0,0,40,0,0,0,40,0,0,40,0,0,0,0,40,0,0,0,40,0,0,10,3,45,47,55
5883,108,203,2,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,35,30,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,20,42,20
5884,135,204,2,0,20,30,20,35,0,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,0,30,15,15,20,35,35,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,20,58,20
5885,108,203,3,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,20,48,20
5886,76,202,4,0,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,20,35,30,35,25,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,20,39,20
5887,135,204,5,0,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,20,46,20
5888,135,204,4,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,20,43,20
5889,108,203,5,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,20,54,20
5890,176,205,5,0,20,30,20,40,0,30,15,15,20,30,20,40,20,30,15,15,20,30,20,40,0,30,15,15,20,35,30,40,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,20,40,20
5891,108,203,4,0,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,20,30,30,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,20,53,20
5892,176,205,7,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,20,49,20
5893,76,202,8,0,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,20,44,20
5894,108,203,7,0,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,20,35,35,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,20,44,20
5895,176,205,9,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,20,43,20
5896,135,204,8,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,20,55,20
5897,135,204,1,12,40,45,45,50,45,1,4,1,40,45,45,50,45,1,4,1,40,45,45,50,45,1,4,1,40,50,45,50,45,1,4,1,40,0,0,0,0,0,40,0,0,40,0,0,40,0,0,0,0,0,40,0,0,40,0,0,9,4,30,58,50
5898,176,205,1,12,35,40,40,45,45,0,7,3,35,40,35,45,45,0,7,3,35,45,40,50,45,0,7,3,35,40,40,45,45,0,7,3,40,40,0,0,0,40,35,40,0,0,0,0,40,40,0,0,0,40,35,40,0,0,0,0,8,3,60,53,75
5899,108,203,5,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,20,42,20
5900,135,204,5,0,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,20,49,20
5901,135,204,5,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,20,42,20
5902,135,204,1,12,40,45,40,50,45,1,3,0,40,45,40,50,45,1,3,0,40,45,40,50,45,1,3,0,40,45,40,50,45,1,3,0,45,0,0,0,0,35,45,0,0,40,0,0,45,0,0,0,0,35,45,0,0,40,0,0,13,3,35,56,25
5903,176,205,8,0,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,20,56,20
5904,135,204,1,12,35,45,40,50,45,2,5,4,35,45,45,50,45,2,5,4,35,45,40,50,45,2,5,4,35,45,40,50,45,2,5,4,40,40,0,0,0,40,35,40,0,40,0,0,40,40,0,0,0,40,35,40,0,40,0,0,9,3,55,57,40
5905,135,204,2,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,20,47,20
5906,177,205,1,12,35,30,20,45,40,1,11,5,35,30,20,45,40,1,11,5,35,30,20,45,40,1,11,5,35,30,20,45,40,1,11,5,40,0,40,0,0,40,40,0,0,0,0,0,40,0,40,0,0,40,40,0,0,0,0,0,7,3,60,49,35
5907,177,205,1,12,30,40,35,45,40,0,11,5,30,40,35,45,40,0,11,5,30,40,35,45,40,0,11,5,30,40,35,45,40,0,11,5,0,35,35,0,0,35,0,0,0,35,0,0,0,35,35,0,0,35,0,0,0,35,0,0,7,4,45,53,60
5908,177,205,1,12,40,35,25,50,45,1,5,2,40,35,25,50,45,1,5,2,40,35,25,50,45,1,5,2,40,35,25,50,45,1,5,2,40,40,40,0,0,40,0,0,0,0,0,0,40,40,40,0,0,40,0,0,0,0,0,0,9,4,65,45,55
5909,177,205,1,12,30,40,35,45,45,1,10,7,30,40,35,45,45,1,10,7,30,40,35,45,45,1,10,7,30,40,35,45,45,1,10,7,35,0,0,0,0,40,0,0,0,35,0,0,35,0,0,0,0,40,0,0,0,35,0,0,6,3,55,44,40
5910,128,204,1,11,35,45,40,50,45,1,4,5,35,45,40,50,45,1,4,5,35,45,45,50,45,1,4,5,35,45,40,50,45,1,5,5,35,40,35,0,0,40,40,0,0,0,0,0,35,40,35,0,0,40,40,0,0,0,0,0,7,4,55,53,60
5911,111,203,1,12,35,45,40,45,45,1,4,1,35,45,40,45,45,1,4,1,35,45,40,45,45,1,4,1,35,45,40,45,45,1,4,1,40,35,0,0,0,40,40,0,0,0,0,0,40,35,0,0,0,40,40,0,0,0,0,0,9,4,65,54,40
5912,128,204,1,11,35,45,40,50,45,0,5,3,35,45,40,50,45,0,5,3,35,45,40,50,45,0,5,3,35,45,40,50,45,0,5,3,40,0,40,0,0,0,35,0,0,40,0,0,40,0,40,0,0,0,35,0,0,40,0,0,10,3,45,57,60
5913,177,205,1,12,30,35,30,40,20,0,9,3,30,35,30,45,20,0,9,3,30,35,30,40,20,0,9,3,30,35,30,40,20,0,9,3,35,35,0,0,0,35,0,0,0,35,0,0,35,35,0,0,0,35,0,0,0,35,0,0,6,3,45,50,25
5914,177,205,1,12,35,40,35,50,45,0,5,5,40,40,35,50,45,0,5,5,35,40,35,50,45,0,5,5,35,40,35,50,45,0,5,5,40,0,0,0,0,0,35,0,0,40,0,0,40,0,0,0,0,0,35,0,0,40,0,0,10,3,25,48,35
5915,128,204,1,12,40,35,20,50,30,2,5,2,40,35,20,50,30,2,5,2,40,35,20,50,30,2,5,2,40,35,20,50,30,2,5,2,40,0,0,0,0,0,0,40,0,40,0,30,40,0,0,0,0,0,0,40,0,40,0,30,9,3,30,50,60
5916,111,203,1,12,40,30,20,40,30,2,13,5,40,30,20,40,30,2,13,5,40,30,20,40,30,2,13,5,50,40,40,40,30,2,13,5,45,0,0,0,0,0,35,0,0,40,0,0,50,0,0,0,0,0,40,0,0,50,0,0,10,3,45,49,55
5917,78,202,1,11,40,45,40,55,45,2,4,2,40,45,40,50,45,2,4,2,40,45,40,55,45,2,4,2,40,45,40,55,45,2,3,2,45,0,40,0,0,35,45,0,0,0,0,0,45,0,40,0,0,35,45,0,0,0,0,0,14,3,45,57,55
5918,0,0,2,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,20,57,20
5919,177,205,2,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,20,39,20
5920,78,202,3,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,20,36,20
5921,128,204,3,0,20,30,20,40,20,30,15,15,20,30,20,40,20,30,15,15,20,30,20,40,20,30,15,15,20,30,20,40,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,20,36,20
5922,177,205,4,0,20,30,20,35,0,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,0,30,15,15,20,35,30,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,20,39,20
5923,111,203,6,0,20,30,25,35,20,30,15,15,20,30,25,35,20,30,15,15,20,30,25,35,20,30,15,15,20,35,30,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,20,60,20
5924,177,205,4,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,20,54,20
5925,128,204,3,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,20,56,20
5926,177,205,4,0,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,20,54,20
5927,128,204,7,0,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,20,46,20
5928,128,204,7,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,20,51,20
5929,177,205,7,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,20,54,20
5930,177,205,9,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,20,48,20
5931,177,205,7,0,20,25,20,30,20,30,15,15,20,25,20,30,20,30,15,15,20,25,20,30,20,30,15,15,20,25,20,30,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,20,55,20
5932,128,204,9,0,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,20,38,20
5933,177,205,8,0,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,20,47,20
5934,128,204,1,11,35,45,40,50,45,1,5,3,35,45,40,50,45,1,5,3,35,40,40,45,45,1,5,3,35,45,40,50,45,1,5,3,40,35,0,0,0,40,40,0,0,0,0,0,40,35,0,0,0,40,40,0,0,0,0,0,9,4,60,57,65
5935,177,205,9,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,20,57,20
5936,177,205,1,12,35,45,45,45,35,0,8,4,35,45,45,45,35,0,8,4,35,45,45,45,35,0,8,4,35,45,45,45,35,0,8,4,0,0,40,0,0,40,0,40,0,40,0,0,0,0,40,0,0,40,0,40,0,40,0,0,7,3,70,55,55
5937,128,204,2,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,20,58,20
5938,177,205,5,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,20,53,20
5939,177,205,1,12,35,35,25,45,45,0,6,1,35,35,25,45,45,0,6,1,40,35,25,50,45,0,6,1,35,35,25,45,45,0,6,1,40,40,0,0,0,0,0,0,0,40,0,0,40,40,0,0,0,0,0,0,0,40,0,0,10,2,30,52,55
5940,128,204,1,11,40,45,35,50,45,0,4,3,35,40,35,50,45,0,4,3,40,45,40,55,45,0,4,3,40,45,35,50,45,0,4,3,45,40,0,0,0,0,40,0,0,0,0,0,45,40,0,0,0,0,40,0,0,0,0,0,12,4,65,52,65
5941,29,-200,1,12,25,35,25,45,20,1,12,5,25,35,25,45,20,1,12,5,25,30,25,40,20,1,12,5,40,40,40,45,30,1,12,5,35,35,0,0,0,0,0,0,0,0,0,0,40,45,0,0,0,0,0,0,0,0,0,0,8,3,35,50,55
5942,13,-200,2,0,20,30,20,35,0,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,0,30,15,15,20,35,35,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,20,48,20
5943,11,-200,1,12,30,30,25,40,20,0,5,3,30,35,25,40,20,0,5,3,30,30,25,40,20,0,5,3,45,45,45,45,30,0,5,3,40,0,30,0,0,0,0,0,0,0,0,0,50,0,60,0,0,0,0,0,0,0,0,0,11,3,30,46,55
5944,154,205,9,0,20,25,20,35,0,30,15,15,20,25,20,35,20,30,15,15,20,25,20,35,0,30,15,15,20,30,30,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,20,44,20
5945,1,-200,1,11,25,30,20,40,20,1,5,4,25,30,20,40,20,1,5,4,25,30,20,40,20,1,5,4,40,40,45,40,30,1,5,4,35,0,35,0,0,30,0,0,0,0,0,35,40,0,45,0,0,45,0,0,0,0,0,45,8,3,45,42,70
5946,20,-200,9,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,35,35,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,20,48,20
5947,26,-200,1,11,30,35,20,50,20,1,5,7,30,35,20,50,20,1,5,7,30,35,20,50,20,1,5,7,50,45,45,50,20,1,5,7,40,0,0,0,0,30,35,0,0,0,0,0,50,0,0,0,0,65,40,0,0,0,0,0,10,3,50,42,60
5948,28,-200,2,0,20,30,20,35,0,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,0,30,15,15,20,35,30,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,20,48,20
5949,29,-200,1,11,30,35,30,45,30,0,6,3,30,35,30,45,30,0,6,3,30,35,30,45,30,0,6,3,45,55,55,50,55,0,6,3,40,0,0,0,0,30,0,35,0,0,0,0,50,0,0,0,0,60,0,60,0,0,0,0,9,3,65,55,45
5950,18,-200,1,11,25,30,20,40,25,1,10,5,25,30,20,40,25,1,10,5,30,30,25,40,25,1,10,5,35,40,35,45,40,1,10,5,35,0,0,0,0,30,35,0,0,0,0,35,40,0,0,0,0,40,45,0,0,0,0,40,8,3,70,47,60
5951,172,205,1,11,25,35,30,40,30,1,13,5,25,35,30,40,30,1,13,5,25,35,30,40,30,1,13,5,30,45,50,40,45,1,13,5,35,0,30,0,0,30,35,0,0,0,0,0,35,0,35,0,0,40,40,0,0,0,0,0,7,2,65,51,60
5952,10,-200,1,11,30,30,20,45,25,1,11,5,30,30,20,45,25,1,11,5,30,30,20,45,25,1,11,5,60,35,25,50,40,1,11,5,45,0,0,0,0,30,0,35,0,0,0,0,60,0,0,0,0,55,0,70,0,0,0,0,12,3,60,45,55
5953,15,-200,1,11,30,35,35,40,30,0,3,3,30,40,35,45,30,0,3,3,30,35,30,40,30,0,3,3,45,50,55,50,55,0,3,3,40,0,0,0,0,30,35,0,0,0,0,0,50,0,0,0,0,55,50,0,0,0,0,0,9,2,55,58,35
5954,18,-200,1,11,20,30,20,45,20,1,12,5,20,30,20,40,20,1,12,5,20,30,20,45,20,1,12,5,30,45,50,45,30,1,12,5,30,0,30,0,0,30,0,30,0,0,0,0,35,0,40,0,0,40,0,40,0,0,0,0,3,3,50,42,65
5955,13,-200,1,11,30,45,40,50,30,2,5,1,30,45,40,50,30,2,5,1,30,45,40,45,30,2,5,1,55,60,75,50,65,2,5,1,0,40,0,0,40,0,35,0,0,0,0,0,0,50,0,0,70,0,55,0,0,0,0,0,9,4,65,70,40
5956,19,-200,1,11,30,35,30,45,30,0,5,5,30,35,30,45,30,0,5,5,30,35,30,45,30,0,5,5,60,50,50,45,45,0,5,5,45,40,35,0,0,30,0,0,0,0,0,0,60,60,65,0,0,60,0,0,0,0,0,0,12,4,65,51,60
5957,1,-200,1,11,35,35,30,45,30,2,6,1,35,35,30,45,30,2,6,1,30,35,30,45,30,2,6,1,45,50,60,45,55,2,6,1,40,40,40,0,0,35,40,0,0,0,0,0,45,50,55,0,0,45,50,0,0,0,0,0,11,3,65,52,40
5958,29,-200,1,11,30,30,20,45,25,0,10,5,25,30,20,45,25,0,10,5,30,30,20,45,25,0,10,5,40,40,35,45,40,0,10,5,35,35,35,0,0,30,0,0,0,35,0,0,40,45,45,0,0,35,0,0,0,45,0,0,8,4,50,45,70
5959,14,-200,1,11,30,30,25,40,30,1,11,5,30,35,25,40,30,1,11,5,25,30,25,40,30,1,11,5,40,45,40,45,45,1,11,5,35,35,0,0,0,35,35,0,0,35,0,0,40,45,0,0,0,50,40,0,0,45,0,0,8,3,40,47,45
5960,23,-200,1,11,30,35,25,40,25,1,10,5,30,35,30,40,25,1,10,5,30,35,25,40,25,1,10,5,45,45,50,45,35,1,10,5,40,35,0,0,0,30,0,0,0,0,0,0,45,40,0,0,0,60,0,0,0,0,0,0,9,4,45,49,70
5961,15,-200,4,0,20,30,20,35,0,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,0,30,15,15,20,35,30,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,20,37,20
5962,156,205,1,12,20,35,25,40,25,2,10,4,20,35,25,40,25,2,10,4,20,35,25,40,25,2,10,4,30,45,45,40,40,2,10,4,35,0,0,0,0,30,35,0,0,0,0,0,35,0,0,0,0,35,35,0,0,0,0,0,7,4,50,50,60
